Date,Time,Row,Identifier 1,Identifier 2,Preparation,Component,Comment,Method,Ampl. 44,BGD 44,Analysis,Start,Rt,End,Ampl. 45,Ampl. 46,BGD 45,BGD 46,Ref. Name,d 13C/12C
10/13/22,11:28:11,31,162,BASK_21,,BF-CO2-Ref-3,1.992,LSU 13C Amino Acid w NLeu IRMS Method-UCM-Adjusted,2711,-0.7,28098,294.9,314.3,317.1,3086,4874,-1.0,-2.4,CO2 Lab.Tank,-43.299
10/13/22,11:28:11,31,162,BASK_21,,CO2-Ref-1,1.992,LSU 13C Amino Acid w NLeu IRMS Method-UCM-Adjusted,2723,56.2,28098,603.6,622.8,627.8,3101,4897,64.1,100.9,CO2 Lab.Tank,-43.010
10/13/22,11:28:11,31,162,BASK_21,,Ala,1.992,LSU 13C Amino Acid w NLeu IRMS Method-UCM-Adjusted,3598,40.7,28098,743.6,750.1,769.5,3989,6366,46.5,73.6,CO2 Lab.Tank,-39.267
10/13/22,11:28:11,31,162,BASK_21,,Val,1.992,LSU 13C Amino Acid w NLeu IRMS Method-UCM-Adjusted,3503,49.9,28098,798.6,807.2,823.5,3894,6202,57.1,90.2,CO2 Lab.Tank,-38.922
10/13/22,11:28:11,31,162,BASK_21,,Gly,1.992,LSU 13C Amino Acid w NLeu IRMS Method-UCM-Adjusted,2707,61.6,28098,855.4,861.3,868.8,2933,4780,70.5,111.1,CO2 Lab.Tank,-41.685
10/13/22,11:28:11,31,162,BASK_21,,Ile,1.992,LSU 13C Amino Acid w NLeu IRMS Method-UCM-Adjusted,3130,79.3,28098,879.7,886.0,892.0,3497,5533,91.1,143.0,CO2 Lab.Tank,-37.147
10/13/22,11:28:11,31,162,BASK_21,,Leu,1.992,LSU 13C Amino Acid w NLeu IRMS Method-UCM-Adjusted,4306,79.3,28098,892.0,898.1,926.7,4749,7619,91.1,143.0,CO2 Lab.Tank,-40.192
10/13/22,11:28:11,31,162,BASK_21,,Nor,1.992,LSU 13C Amino Acid w NLeu IRMS Method-UCM-Adjusted,2521,107.8,28098,938.2,943.8,965.2,2797,4449,123.9,193.7,CO2 Lab.Tank,-41.628
10/13/22,11:28:11,31,162,BASK_21,,,1.992,LSU 13C Amino Acid w NLeu IRMS Method-UCM-Adjusted,2027,64.1,28098,1044.8,1050.2,1066.5,2271,3585,73.4,115.6,CO2 Lab.Tank,-37.403
10/13/22,11:28:11,31,162,BASK_21,,,1.992,LSU 13C Amino Acid w NLeu IRMS Method-UCM-Adjusted,2734,62.6,28098,1139.7,1143.6,1163.1,3112,4904,71.9,113.2,CO2 Lab.Tank,-43.010
10/13/22,11:28:11,31,162,BASK_21,,Asp,1.992,LSU 13C Amino Acid w NLeu IRMS Method-UCM-Adjusted,2526,55.2,28098,1231.2,1237.7,1250.9,2777,4479,63.2,100.0,CO2 Lab.Tank,-43.653
10/13/22,11:28:11,31,162,BASK_21,,Thr,1.992,LSU 13C Amino Acid w NLeu IRMS Method-UCM-Adjusted,1426,82.0,28098,1253.8,1259.0,1270.3,1583,2519,93.9,148.0,CO2 Lab.Tank,-35.420
10/13/22,11:28:11,31,162,BASK_21,,,1.992,LSU 13C Amino Acid w NLeu IRMS Method-UCM-Adjusted,1139,99.5,28098,1359.1,1363.7,1371.0,1271,2004,114.2,179.2,CO2 Lab.Tank,-40.010
10/13/22,11:28:11,31,162,BASK_21,,,1.992,LSU 13C Amino Acid w NLeu IRMS Method-UCM-Adjusted,586,116.3,28098,1371.5,1375.4,1384.8,654,1034,133.7,209.4,CO2 Lab.Tank,-44.206
10/13/22,11:28:11,31,162,BASK_21,,Phe,1.992,LSU 13C Amino Acid w NLeu IRMS Method-UCM-Adjusted,1949,112.1,28098,1414.3,1420.2,1435.2,2157,3453,128.7,201.7,CO2 Lab.Tank,-43.271
10/13/22,11:28:11,31,162,BASK_21,,,1.992,LSU 13C Amino Acid w NLeu IRMS Method-UCM-Adjusted,1432,112.1,28098,1445.2,1451.3,1460.3,1621,2531,128.7,201.7,CO2 Lab.Tank,-26.283
10/13/22,11:28:11,31,162,BASK_21,,BF-CO2-Ref-5,1.992,LSU 13C Amino Acid w NLeu IRMS Method-UCM-Adjusted,2702,-1.1,28098,1698.5,1717.8,1720.3,3077,4860,-1.4,-3.3,CO2 Lab.Tank,-42.920
10/13/22,11:28:11,31,162,BASK_21,,BF-CO2-Ref-6,1.992,LSU 13C Amino Acid w NLeu IRMS Method-UCM-Adjusted,2701,-0.6,28098,1738.3,1757.7,1760.2,3075,4856,-1.0,-2.4,CO2 Lab.Tank,-43.088
10/13/22,11:28:11,31,162,BASK_21,,BF-CO2-Ref-7,1.992,LSU 13C Amino Acid w NLeu IRMS Method-UCM-Adjusted,2701,-0.6,28098,1778.0,1797.4,1800.1,3075,4855,-0.8,-2.2,CO2 Lab.Tank,-43.175
10/13/22,10:50:09,30,161,BASK_19,,BF-CO2-Ref-1,2.000,LSU 13C Amino Acid w NLeu IRMS Method-UCM-Adjusted,2692,-1.3,28097,215.5,234.7,237.4,3060,4838,-1.7,-3.6,CO2 Lab.Tank,-43.020
10/13/22,10:50:09,30,161,BASK_19,,BF-CO2-Ref-2,2.000,LSU 13C Amino Acid w NLeu IRMS Method-UCM-Adjusted,2696,-0.8,28097,255.2,274.6,277.1,3065,4845,-1.1,-2.6,CO2 Lab.Tank,-43.239
10/13/22,10:50:09,30,161,BASK_19,,BF-CO2-Ref-3,2.000,LSU 13C Amino Acid w NLeu IRMS Method-UCM-Adjusted,2692,-0.7,28097,295.1,314.3,317.1,3060,4837,-1.0,-2.4,CO2 Lab.Tank,-43.280
10/13/22,10:50:09,30,161,BASK_19,,,2.000,LSU 13C Amino Acid w NLeu IRMS Method-UCM-Adjusted,807,-1.2,28097,546.7,562.6,583.1,928,1428,-1.6,-3.2,CO2 Lab.Tank,-34.272
10/13/22,10:50:09,30,161,BASK_19,,CO2-Ref-1,2.000,LSU 13C Amino Acid w NLeu IRMS Method-UCM-Adjusted,2697,81.3,28097,603.6,622.8,625.5,3067,4848,92.7,145.7,CO2 Lab.Tank,-43.010
10/13/22,10:50:09,30,161,BASK_19,,Ala,2.000,LSU 13C Amino Acid w NLeu IRMS Method-UCM-Adjusted,3250,50.1,28097,744.2,750.3,769.3,3609,5749,57.2,90.3,CO2 Lab.Tank,-39.416
10/13/22,10:50:09,30,161,BASK_19,,Val,2.000,LSU 13C Amino Acid w NLeu IRMS Method-UCM-Adjusted,2508,57.0,28097,798.0,807.2,823.9,2818,4447,65.2,102.9,CO2 Lab.Tank,-38.459
10/13/22,10:50:09,30,161,BASK_19,,Gly,2.000,LSU 13C Amino Acid w NLeu IRMS Method-UCM-Adjusted,4743,111.7,28097,855.6,863.6,875.5,5024,8378,128.3,201.0,CO2 Lab.Tank,-42.473
10/13/22,10:50:09,30,161,BASK_19,,Ile,2.000,LSU 13C Amino Acid w NLeu IRMS Method-UCM-Adjusted,2170,111.7,28097,880.3,885.7,892.2,2442,3847,128.3,201.0,CO2 Lab.Tank,-36.916
10/13/22,10:50:09,30,161,BASK_19,,Leu,2.000,LSU 13C Amino Acid w NLeu IRMS Method-UCM-Adjusted,3068,111.7,28097,892.2,897.7,923.8,3405,5435,128.3,201.0,CO2 Lab.Tank,-40.389
10/13/22,10:50:09,30,161,BASK_19,,Nor,2.000,LSU 13C Amino Acid w NLeu IRMS Method-UCM-Adjusted,2988,98.0,28097,938.6,944.7,962.0,3298,5281,112.5,176.2,CO2 Lab.Tank,-41.331
10/13/22,10:50:09,30,161,BASK_19,,,2.000,LSU 13C Amino Acid w NLeu IRMS Method-UCM-Adjusted,2752,65.6,28097,1045.0,1051.3,1072.0,3042,4857,75.2,118.5,CO2 Lab.Tank,-37.067
10/13/22,10:50:09,30,161,BASK_19,,CO2-Ref-2,2.000,LSU 13C Amino Acid w NLeu IRMS Method-UCM-Adjusted,2697,67.3,28097,1141.1,1160.4,1162.9,3067,4849,77.3,121.7,CO2 Lab.Tank,-43.010
10/13/22,10:50:09,30,161,BASK_19,,Asp,2.000,LSU 13C Amino Acid w NLeu IRMS Method-UCM-Adjusted,2049,61.9,28097,1232.1,1237.7,1250.2,2248,3625,70.9,111.8,CO2 Lab.Tank,-42.642
10/13/22,10:50:09,30,161,BASK_19,,Thr,2.000,LSU 13C Amino Acid w NLeu IRMS Method-UCM-Adjusted,1090,81.6,28097,1254.4,1259.0,1269.7,1227,1921,93.3,147.1,CO2 Lab.Tank,-34.854
10/13/22,10:50:09,30,161,BASK_19,,,2.000,LSU 13C Amino Acid w NLeu IRMS Method-UCM-Adjusted,651,98.0,28097,1359.8,1363.7,1370.6,727,1147,112.2,176.5,CO2 Lab.Tank,-40.107
10/13/22,10:50:09,30,161,BASK_19,,,2.000,LSU 13C Amino Acid w NLeu IRMS Method-UCM-Adjusted,457,102.1,28097,1371.9,1375.6,1380.0,516,809,117.1,183.8,CO2 Lab.Tank,-45.849
10/13/22,10:50:09,30,161,BASK_19,,Phe,2.000,LSU 13C Amino Acid w NLeu IRMS Method-UCM-Adjusted,1389,98.0,28097,1414.5,1419.7,1431.4,1542,2457,112.2,176.5,CO2 Lab.Tank,-42.728
10/13/22,10:50:09,30,161,BASK_19,,,2.000,LSU 13C Amino Acid w NLeu IRMS Method-UCM-Adjusted,1013,101.2,28097,1445.4,1450.7,1459.2,1156,1793,116.0,182.3,CO2 Lab.Tank,-25.256
10/13/22,10:50:09,30,161,BASK_19,,BF-CO2-Ref-5,2.000,LSU 13C Amino Acid w NLeu IRMS Method-UCM-Adjusted,2690,-1.1,28097,1698.5,1717.8,1720.5,3060,4835,-1.4,-3.2,CO2 Lab.Tank,-42.745
10/13/22,10:50:09,30,161,BASK_19,,BF-CO2-Ref-6,2.000,LSU 13C Amino Acid w NLeu IRMS Method-UCM-Adjusted,2694,-0.6,28097,1738.3,1757.7,1760.2,3063,4841,-1.0,-2.3,CO2 Lab.Tank,-42.934
10/13/22,10:50:09,30,161,BASK_19,,BF-CO2-Ref-7,2.000,LSU 13C Amino Acid w NLeu IRMS Method-UCM-Adjusted,2692,-0.6,28097,1778.2,1797.4,1800.1,3061,4839,-0.9,-2.1,CO2 Lab.Tank,-42.983
10/13/22,10:12:10,29,160,SPIN_0066,,BF-CO2-Ref-1,2.014,LSU 13C Amino Acid w NLeu IRMS Method-UCM-Adjusted,2670,-1.2,28096,215.5,234.7,237.4,3038,4800,-1.7,-3.6,CO2 Lab.Tank,-43.600
10/13/22,10:12:10,29,160,SPIN_0066,,BF-CO2-Ref-2,2.014,LSU 13C Amino Acid w NLeu IRMS Method-UCM-Adjusted,2672,-0.8,28096,255.2,274.6,277.1,3040,4803,-1.1,-2.6,CO2 Lab.Tank,-43.820
10/13/22,10:12:10,29,160,SPIN_0066,,BF-CO2-Ref-3,2.014,LSU 13C Amino Acid w NLeu IRMS Method-UCM-Adjusted,2671,-0.7,28096,295.1,314.3,317.1,3038,4801,-1.0,-2.5,CO2 Lab.Tank,-43.892
10/13/22,10:12:10,29,160,SPIN_0066,,CO2-Ref-1,2.014,LSU 13C Amino Acid w NLeu IRMS Method-UCM-Adjusted,2754,-1.2,28096,546.7,622.8,625.5,3134,4952,-1.5,-3.2,CO2 Lab.Tank,-43.010
10/13/22,10:12:10,29,160,SPIN_0066,,Ala,2.014,LSU 13C Amino Acid w NLeu IRMS Method-UCM-Adjusted,4030,42.2,28096,743.8,750.7,771.0,4460,7117,48.2,76.1,CO2 Lab.Tank,-37.985
10/13/22,10:12:10,29,160,SPIN_0066,,Val,2.014,LSU 13C Amino Acid w NLeu IRMS Method-UCM-Adjusted,4186,53.8,28096,800.5,807.8,823.5,4665,7424,61.5,97.2,CO2 Lab.Tank,-37.815
10/13/22,10:12:10,29,160,SPIN_0066,,Gly,2.014,LSU 13C Amino Acid w NLeu IRMS Method-UCM-Adjusted,3113,69.7,28096,855.6,861.9,869.0,3371,5513,79.9,125.7,CO2 Lab.Tank,-41.938
10/13/22,10:12:10,29,160,SPIN_0066,,Ile,2.014,LSU 13C Amino Acid w NLeu IRMS Method-UCM-Adjusted,3714,91.4,28096,879.7,886.6,892.2,4135,6588,105.1,164.7,CO2 Lab.Tank,-37.065
10/13/22,10:12:10,29,160,SPIN_0066,,Leu,2.014,LSU 13C Amino Acid w NLeu IRMS Method-UCM-Adjusted,4909,91.4,28096,892.2,898.7,927.1,5412,8715,105.1,164.7,CO2 Lab.Tank,-38.403
10/13/22,10:12:10,29,160,SPIN_0066,,Nor,2.014,LSU 13C Amino Acid w NLeu IRMS Method-UCM-Adjusted,2340,121.6,28096,938.4,943.8,964.5,2588,4131,140.0,218.5,CO2 Lab.Tank,-42.462
10/13/22,10:12:10,29,160,SPIN_0066,,,2.014,LSU 13C Amino Acid w NLeu IRMS Method-UCM-Adjusted,2263,69.4,28096,1045.0,1050.4,1066.7,2521,4000,79.7,125.2,CO2 Lab.Tank,-38.187
10/13/22,10:12:10,29,160,SPIN_0066,,CO2-Ref-2,2.014,LSU 13C Amino Acid w NLeu IRMS Method-UCM-Adjusted,2678,64.7,28096,1141.1,1160.4,1163.3,3047,4813,74.3,116.8,CO2 Lab.Tank,-43.010
10/13/22,10:12:10,29,160,SPIN_0066,,Asp,2.014,LSU 13C Amino Acid w NLeu IRMS Method-UCM-Adjusted,3791,58.7,28096,1231.2,1238.7,1253.4,4102,6707,67.3,106.3,CO2 Lab.Tank,-41.299
10/13/22,10:12:10,29,160,SPIN_0066,,Thr,2.014,LSU 13C Amino Acid w NLeu IRMS Method-UCM-Adjusted,1693,105.3,28096,1254.0,1259.0,1272.6,1885,2991,120.8,189.7,CO2 Lab.Tank,-35.659
10/13/22,10:12:10,29,160,SPIN_0066,,,2.014,LSU 13C Amino Acid w NLeu IRMS Method-UCM-Adjusted,1237,80.9,28096,1358.9,1363.7,1371.2,1381,2184,92.7,145.8,CO2 Lab.Tank,-39.912
10/13/22,10:12:10,29,160,SPIN_0066,,,2.014,LSU 13C Amino Acid w NLeu IRMS Method-UCM-Adjusted,1047,80.9,28096,1371.2,1375.8,1384.2,1165,1848,92.7,145.8,CO2 Lab.Tank,-41.055
10/13/22,10:12:10,29,160,SPIN_0066,,Phe,2.014,LSU 13C Amino Acid w NLeu IRMS Method-UCM-Adjusted,2278,93.9,28096,1414.3,1420.4,1437.3,2494,4025,107.7,169.2,CO2 Lab.Tank,-41.559
10/13/22,10:12:10,29,160,SPIN_0066,,,2.014,LSU 13C Amino Acid w NLeu IRMS Method-UCM-Adjusted,1528,127.4,28096,1445.2,1451.5,1460.5,1728,2703,146.4,229.2,CO2 Lab.Tank,-22.201
10/13/22,10:12:10,29,160,SPIN_0066,,BF-CO2-Ref-5,2.014,LSU 13C Amino Acid w NLeu IRMS Method-UCM-Adjusted,2683,-1.0,28096,1698.5,1717.8,1720.5,3053,4824,-1.4,-3.1,CO2 Lab.Tank,-42.932
10/13/22,10:12:10,29,160,SPIN_0066,,BF-CO2-Ref-6,2.014,LSU 13C Amino Acid w NLeu IRMS Method-UCM-Adjusted,2687,-0.6,28096,1738.3,1757.7,1760.2,3057,4831,-0.9,-2.2,CO2 Lab.Tank,-43.122
10/13/22,10:12:10,29,160,SPIN_0066,,BF-CO2-Ref-7,2.014,LSU 13C Amino Acid w NLeu IRMS Method-UCM-Adjusted,2685,-0.5,28096,1778.2,1797.4,1800.1,3055,4827,-0.8,-2.0,CO2 Lab.Tank,-43.197
10/13/22,09:34:11,28,159,SPIN_0065,,BF-CO2-Ref-1,2.002,LSU 13C Amino Acid w NLeu IRMS Method-UCM-Adjusted,2665,-1.3,28095,215.5,234.7,237.4,3031,4791,-1.7,-3.7,CO2 Lab.Tank,-43.602
10/13/22,09:34:11,28,159,SPIN_0065,,BF-CO2-Ref-2,2.002,LSU 13C Amino Acid w NLeu IRMS Method-UCM-Adjusted,2667,-0.8,28095,255.2,274.6,277.1,3032,4793,-1.1,-2.7,CO2 Lab.Tank,-43.868
10/13/22,09:34:11,28,159,SPIN_0065,,BF-CO2-Ref-3,2.002,LSU 13C Amino Acid w NLeu IRMS Method-UCM-Adjusted,2664,-0.7,28095,294.9,314.3,317.1,3029,4787,-1.0,-2.4,CO2 Lab.Tank,-43.914
10/13/22,09:34:11,28,159,SPIN_0065,,CO2-Ref-1,2.002,LSU 13C Amino Acid w NLeu IRMS Method-UCM-Adjusted,2750,-1.2,28095,546.7,622.8,631.6,3128,4943,-1.6,-3.3,CO2 Lab.Tank,-43.010
10/13/22,09:34:11,28,159,SPIN_0065,,Ala,2.002,LSU 13C Amino Acid w NLeu IRMS Method-UCM-Adjusted,4614,43.6,28095,743.8,751.1,773.7,5092,8172,49.8,78.6,CO2 Lab.Tank,-36.656
10/13/22,09:34:11,28,159,SPIN_0065,,Val,2.002,LSU 13C Amino Acid w NLeu IRMS Method-UCM-Adjusted,4719,57.5,28095,800.7,808.2,824.1,5231,8361,65.7,103.7,CO2 Lab.Tank,-36.272
10/13/22,09:34:11,28,159,SPIN_0065,,Gly,2.002,LSU 13C Amino Acid w NLeu IRMS Method-UCM-Adjusted,3444,75.6,28095,855.9,862.3,869.4,3723,6108,86.6,136.0,CO2 Lab.Tank,-39.219
10/13/22,09:34:11,28,159,SPIN_0065,,Ile,2.002,LSU 13C Amino Acid w NLeu IRMS Method-UCM-Adjusted,4164,100.3,28095,880.1,887.2,892.6,4647,7395,115.4,180.5,CO2 Lab.Tank,-35.353
10/13/22,09:34:11,28,159,SPIN_0065,,Leu,2.002,LSU 13C Amino Acid w NLeu IRMS Method-UCM-Adjusted,5467,100.3,28095,892.6,899.3,928.6,6018,9679,115.4,180.5,CO2 Lab.Tank,-37.639
10/13/22,09:34:11,28,159,SPIN_0065,,Nor,2.002,LSU 13C Amino Acid w NLeu IRMS Method-UCM-Adjusted,2439,130.1,28095,938.8,944.3,965.2,2706,4304,149.7,233.6,CO2 Lab.Tank,-41.026
10/13/22,09:34:11,28,159,SPIN_0065,,,2.002,LSU 13C Amino Acid w NLeu IRMS Method-UCM-Adjusted,2549,75.4,28095,1045.4,1051.1,1068.0,2840,4501,86.5,135.9,CO2 Lab.Tank,-34.993
10/13/22,09:34:11,28,159,SPIN_0065,,CO2-Ref-2,2.002,LSU 13C Amino Acid w NLeu IRMS Method-UCM-Adjusted,2671,70.5,28095,1141.1,1160.4,1163.3,3038,4801,80.9,127.2,CO2 Lab.Tank,-43.010
10/13/22,09:34:11,28,159,SPIN_0065,,Asp,2.002,LSU 13C Amino Acid w NLeu IRMS Method-UCM-Adjusted,4713,63.6,28095,1231.6,1240.2,1254.2,5072,8356,72.8,114.9,CO2 Lab.Tank,-40.078
10/13/22,09:34:11,28,159,SPIN_0065,,Thr,2.002,LSU 13C Amino Acid w NLeu IRMS Method-UCM-Adjusted,1986,63.6,28095,1254.2,1259.9,1273.9,2210,3504,72.8,114.9,CO2 Lab.Tank,-33.813
10/13/22,09:34:11,28,159,SPIN_0065,,,2.002,LSU 13C Amino Acid w NLeu IRMS Method-UCM-Adjusted,245,88.3,28095,1333.2,1355.2,1359.5,282,435,101.2,159.1,CO2 Lab.Tank,-32.831
10/13/22,09:34:11,28,159,SPIN_0065,,,2.002,LSU 13C Amino Acid w NLeu IRMS Method-UCM-Adjusted,1562,88.3,28095,1359.5,1364.8,1372.1,1739,2765,101.2,159.1,CO2 Lab.Tank,-38.189
10/13/22,09:34:11,28,159,SPIN_0065,,,2.002,LSU 13C Amino Acid w NLeu IRMS Method-UCM-Adjusted,1288,88.3,28095,1372.1,1376.7,1387.3,1434,2271,101.2,159.1,CO2 Lab.Tank,-39.124
10/13/22,09:34:11,28,159,SPIN_0065,,Phe,2.002,LSU 13C Amino Acid w NLeu IRMS Method-UCM-Adjusted,2557,103.1,28095,1414.9,1421.4,1437.9,2820,4534,118.3,185.5,CO2 Lab.Tank,-39.867
10/13/22,09:34:11,28,159,SPIN_0065,,,2.002,LSU 13C Amino Acid w NLeu IRMS Method-UCM-Adjusted,1710,142.8,28095,1445.7,1452.6,1461.1,1937,3028,163.9,256.3,CO2 Lab.Tank,-21.891
10/13/22,09:34:11,28,159,SPIN_0065,,BF-CO2-Ref-5,2.002,LSU 13C Amino Acid w NLeu IRMS Method-UCM-Adjusted,2654,-1.0,28095,1698.5,1717.8,1720.5,3018,4770,-1.4,-3.0,CO2 Lab.Tank,-42.895
10/13/22,09:34:11,28,159,SPIN_0065,,BF-CO2-Ref-6,2.002,LSU 13C Amino Acid w NLeu IRMS Method-UCM-Adjusted,2656,-0.6,28095,1738.3,1757.7,1760.2,3021,4774,-0.9,-2.1,CO2 Lab.Tank,-43.072
10/13/22,09:34:11,28,159,SPIN_0065,,BF-CO2-Ref-7,2.002,LSU 13C Amino Acid w NLeu IRMS Method-UCM-Adjusted,2652,-0.5,28095,1778.2,1797.4,1800.1,3016,4767,-0.8,-2.0,CO2 Lab.Tank,-43.125
10/13/22,08:56:13,27,158,SPIN_0036,,BF-CO2-Ref-1,2.000,LSU 13C Amino Acid w NLeu IRMS Method-UCM-Adjusted,2670,-1.3,28094,215.5,234.7,237.4,3036,4800,-1.7,-3.7,CO2 Lab.Tank,-42.937
10/13/22,08:56:13,27,158,SPIN_0036,,BF-CO2-Ref-2,2.000,LSU 13C Amino Acid w NLeu IRMS Method-UCM-Adjusted,2675,-0.8,28094,255.2,274.6,277.1,3041,4807,-1.1,-2.6,CO2 Lab.Tank,-43.153
10/13/22,08:56:13,27,158,SPIN_0036,,BF-CO2-Ref-3,2.000,LSU 13C Amino Acid w NLeu IRMS Method-UCM-Adjusted,2673,-0.7,28094,295.1,314.3,317.1,3039,4804,-1.0,-2.5,CO2 Lab.Tank,-43.224
10/13/22,08:56:13,27,158,SPIN_0036,,CO2-Ref-1,2.000,LSU 13C Amino Acid w NLeu IRMS Method-UCM-Adjusted,2691,65.7,28094,603.6,622.8,631.0,3060,4836,74.9,117.7,CO2 Lab.Tank,-43.010
10/13/22,08:56:13,27,158,SPIN_0036,,Ala,2.000,LSU 13C Amino Acid w NLeu IRMS Method-UCM-Adjusted,4441,46.7,28094,743.4,750.5,771.8,4901,7874,53.3,84.2,CO2 Lab.Tank,-36.264
10/13/22,08:56:13,27,158,SPIN_0036,,Val,2.000,LSU 13C Amino Acid w NLeu IRMS Method-UCM-Adjusted,4488,59.4,28094,800.1,807.4,824.1,5000,7944,68.0,107.2,CO2 Lab.Tank,-36.010
10/13/22,08:56:13,27,158,SPIN_0036,,Gly,2.000,LSU 13C Amino Acid w NLeu IRMS Method-UCM-Adjusted,3381,75.2,28094,855.4,861.7,868.8,3634,5961,86.2,135.4,CO2 Lab.Tank,-39.692
10/13/22,08:56:13,27,158,SPIN_0036,,Ile,2.000,LSU 13C Amino Acid w NLeu IRMS Method-UCM-Adjusted,4055,99.7,28094,879.5,886.4,892.0,4512,7177,114.6,179.4,CO2 Lab.Tank,-34.967
10/13/22,08:56:13,27,158,SPIN_0036,,Leu,2.000,LSU 13C Amino Acid w NLeu IRMS Method-UCM-Adjusted,5336,99.7,28094,892.0,898.7,928.8,5858,9468,114.6,179.4,CO2 Lab.Tank,-36.687
10/13/22,08:56:13,27,158,SPIN_0036,,Nor,2.000,LSU 13C Amino Acid w NLeu IRMS Method-UCM-Adjusted,2453,131.9,28094,938.0,943.6,963.3,2722,4335,151.6,236.9,CO2 Lab.Tank,-41.073
10/13/22,08:56:13,27,158,SPIN_0036,,,2.000,LSU 13C Amino Acid w NLeu IRMS Method-UCM-Adjusted,2427,75.4,28094,1044.2,1050.4,1066.3,2692,4279,86.5,135.8,CO2 Lab.Tank,-36.116
10/13/22,08:56:13,27,158,SPIN_0036,,CO2-Ref-2,2.000,LSU 13C Amino Acid w NLeu IRMS Method-UCM-Adjusted,2678,70.2,28094,1141.1,1160.4,1163.1,3045,4812,80.5,126.7,CO2 Lab.Tank,-43.010
10/13/22,08:56:13,27,158,SPIN_0036,,Asp,2.000,LSU 13C Amino Acid w NLeu IRMS Method-UCM-Adjusted,3683,63.6,28094,1231.8,1238.7,1253.4,4010,6535,72.9,115.0,CO2 Lab.Tank,-40.300
10/13/22,08:56:13,27,158,SPIN_0036,,Thr,2.000,LSU 13C Amino Acid w NLeu IRMS Method-UCM-Adjusted,1862,110.4,28094,1253.8,1259.2,1278.5,2080,3294,126.6,198.8,CO2 Lab.Tank,-33.871
10/13/22,08:56:13,27,158,SPIN_0036,,,2.000,LSU 13C Amino Acid w NLeu IRMS Method-UCM-Adjusted,218,86.9,28094,1333.2,1354.5,1358.7,249,385,99.7,156.6,CO2 Lab.Tank,-33.581
10/13/22,08:56:13,27,158,SPIN_0036,,,2.000,LSU 13C Amino Acid w NLeu IRMS Method-UCM-Adjusted,1699,124.3,28094,1359.1,1364.1,1371.5,1886,2995,142.7,223.3,CO2 Lab.Tank,-39.955
10/13/22,08:56:13,27,158,SPIN_0036,,,2.000,LSU 13C Amino Acid w NLeu IRMS Method-UCM-Adjusted,1027,124.3,28094,1371.5,1375.8,1386.7,1141,1811,142.7,223.3,CO2 Lab.Tank,-40.152
10/13/22,08:56:13,27,158,SPIN_0036,,Phe,2.000,LSU 13C Amino Acid w NLeu IRMS Method-UCM-Adjusted,2515,101.2,28094,1414.1,1420.6,1437.3,2765,4433,116.1,182.2,CO2 Lab.Tank,-40.200
10/13/22,08:56:13,27,158,SPIN_0036,,,2.000,LSU 13C Amino Acid w NLeu IRMS Method-UCM-Adjusted,1681,140.3,28094,1445.0,1451.9,1461.5,1909,2983,161.1,252.0,CO2 Lab.Tank,-20.501
10/13/22,08:56:13,27,158,SPIN_0036,,BF-CO2-Ref-5,2.000,LSU 13C Amino Acid w NLeu IRMS Method-UCM-Adjusted,2658,-1.0,28094,1698.5,1717.8,1720.5,3023,4778,-1.3,-3.0,CO2 Lab.Tank,-42.882
10/13/22,08:56:13,27,158,SPIN_0036,,BF-CO2-Ref-6,2.000,LSU 13C Amino Acid w NLeu IRMS Method-UCM-Adjusted,2662,-0.6,28094,1738.3,1757.7,1760.2,3026,4783,-0.9,-2.2,CO2 Lab.Tank,-43.082
10/13/22,08:56:13,27,158,SPIN_0036,,BF-CO2-Ref-7,2.000,LSU 13C Amino Acid w NLeu IRMS Method-UCM-Adjusted,2659,-0.5,28094,1778.2,1797.6,1800.1,3023,4779,-0.8,-2.0,CO2 Lab.Tank,-43.141
10/13/22,08:18:16,26,157,SPIN_0034,,BF-CO2-Ref-1,2.013,LSU 13C Amino Acid w NLeu IRMS Method-UCM-Adjusted,2669,-1.3,28093,215.5,234.7,237.4,3036,4798,-1.7,-3.8,CO2 Lab.Tank,-42.722
10/13/22,08:18:16,26,157,SPIN_0034,,BF-CO2-Ref-2,2.013,LSU 13C Amino Acid w NLeu IRMS Method-UCM-Adjusted,2672,-0.8,28093,255.2,274.6,277.1,3038,4802,-1.1,-2.7,CO2 Lab.Tank,-42.949
10/13/22,08:18:16,26,157,SPIN_0034,,BF-CO2-Ref-3,2.013,LSU 13C Amino Acid w NLeu IRMS Method-UCM-Adjusted,2670,-0.7,28093,295.1,314.3,317.1,3036,4799,-1.0,-2.5,CO2 Lab.Tank,-43.020
10/13/22,08:18:16,26,157,SPIN_0034,,CO2-Ref-1,2.013,LSU 13C Amino Acid w NLeu IRMS Method-UCM-Adjusted,2695,67.3,28093,603.6,622.8,632.4,3065,4844,77.0,120.2,CO2 Lab.Tank,-43.010
10/13/22,08:18:16,26,157,SPIN_0034,,Ala,2.013,LSU 13C Amino Acid w NLeu IRMS Method-UCM-Adjusted,4685,46.1,28093,743.6,750.9,772.7,5141,8295,52.6,83.0,CO2 Lab.Tank,-36.280
10/13/22,08:18:16,26,157,SPIN_0034,,Val,2.013,LSU 13C Amino Acid w NLeu IRMS Method-UCM-Adjusted,4725,78.1,28093,799.0,808.0,831.4,5261,8386,89.7,140.6,CO2 Lab.Tank,-36.176
